mol_id,smiles
6627,NC(N)=NCCC[C@H](NC(=O)CCn1nnc2ccccc2c1=O)C(=O)O
6628,Cc1cc(C)nc(Nc2ccc(C(=O)N[C@H](CO)Cc3ccccc3)cc2)n1
6629,Cc1c(C)cc(Nc2c3cnn(C)c3nc(N3CCN(CCO)CC3)n2)cc1
6630,CC(Oc1ccc(C(=O)Nc2c(C(C)C)cccc2C(C)C)cc1)C(=O)NN
6631,CCCC(NC(=O)COc1c(C)c2c(cc1)c(C)c(Cc1ccccc1)c(=O)o2)C(=O)O
6632,CCc1cc(=O)oc2c1ccc(OCC(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)O)c2C
6633,CCNc1nc(NCC)nc(Nc2cc(C)c(C)cc2)n1
6634,CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(C)cc1
6635,Clc1ccccc1Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1
6636,CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)COc1ccc(CC)cc1
6637,CCOc1ccccc1NC(=O)c1ccc(OCC(=O)Nc2ccccc2C(C)C)cc1
6638,CCCCc1cc(=O)oc2c1ccc(OCC(=O)NC(Cc1c[nH]c3c1cc(O)cc3)C(=O)O)c2
6639,O=S(=O)(c1ccccc1)N(CCN(c1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1
6640,Nc1nc(-c2ccc(Oc3ccccc3)cc2)c(CC(=O)O)s1
6641,CCOc1c(OC(C)C)ccc(/C=N/Nc2ccccc2C(=O)O)c1
6642,O=C(O)c1ccc(Nc2nc(Nc3cccc(C(=O)O)c3)ncc2)cc1
6643,O=C(COc1ccc(Cl)cc1)NC(Cc1c[nH]c2ccccc12)C(=O)O
6644,O=C(O)c1cc(Nc2nccc(Nc3ccccc3C(=O)O)n2)ccc1
6645,Cc1cc(C)cc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1
6646,O=C(O)c1ccc(Nc2nc(Nc3cc(C(=O)O)c(O)cc3)ncc2F)cc1
6647,O=S1(=O)C[C@H](NCCc2c[nH]c3ccccc23)[C@@H](S(=O)(=O)c2cccs2)C1
6648,O=S1(=O)C[C@H](NCCc2c[nH]c3ccccc23)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)C1
6649,Cc1cc2c(c(OCC(=O)N[C@@H](Cc3ccccc3)C(=O)NCCC(=O)O)c1)c1c(CCC1)c(=O)o2
6650,CCC(CC)C(=O)N1CCC(NC(=O)N(CC)CC)CC1
6651,CC(C)C[C@H](NC(=O)Cc1ccccc1)C(=O)N1CCCCC1
6652,COc1ccc(C(CNC(=O)C(C)C)c2c[nH]c3ccccc23)cc1
6653,O=C(CCCn1c(=O)[nH]c2ccccc2c1=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
6654,O=S(=O)(CCc1ccccc1)NCC(c1cc2c(cc1)OCO2)N1CCOCC1
6655,Cc1cc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2cc(Br)ccc2)no1
6656,COCCCNC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C)cc1
6657,COC(=O)CCNC(=O)C(CC(C)C)NC(=O)c1ccc(C(C)(C)C)cc1
6658,Cc1ccccc1OCC(=O)NCC(c1ccccc1)c1c[nH]c2ccccc12
6659,COc1cc(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)c(OC)cc1
6660,COC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1
6661,O=C(O)C(Cc1cnc[nH]1)N1C(=O)c2ccccc2C1=O
6662,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(-n2cnnn2)ccc1
6663,O=C(Cn1nc2CCCCc2cc1=O)N[C@@H](Cc1ccccc1)C(=O)O
6664,COc1ccc(OCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)cc1
6665,Cc1ccc(-c2cc(C(=O)NCCc3c[nH]c4ccccc34)nn2C2CCS(=O)(=O)C2)cc1
6666,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C
6667,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(F)cc1
6668,CCNc1nc2nnc(SCC(=O)NC3CCCCC3)n2c(NCC)n1
6669,CCOc1c(OCc2ccccc2)ccc(/C=N/Nc2ccccc2C(=O)O)c1
6670,Cc1cc(C)c(C)c(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)c1C
6671,COC(=O)c1cc(NC(=O)c2c(-c3ccccc3)c(-c3ccccc3)n[nH]c2=O)c(C(=O)OC)cc1
6672,CC(C)C[C@H](NC(=O)N1CCc2ccccc21)C(=O)O
6673,Cc1cc2c(cc1C)c(CC(=O)NC(Cc1ccccc1)C(=O)O)co2
6674,NC(=O)NCCC[C@@H](NC(=O)Cc1csc(-c2ccccc2)n1)C(=O)O
6675,COCCNC(=O)C(Cc1ccccc1)NC(=O)c1nc(SC)ncc1Cl
6676,COC(=O)CCCNC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1
6677,CCCCC(NC(=O)c1cc2ccccc2[nH]1)C(=O)O
6678,COC(=O)[C@H](CCSC)NC(=O)c1cc(-n2cccc2)ccc1
6679,Cc1c(C)c(C(=O)NCCc2c[nH]c3ccccc23)c(-n2cnnn2)s1
6680,O=C(NC1CCCc2c1[nH]c1ccccc21)[C@H](c1ccccc1)n1cnnn1
6681,COc1c(OC)c(OC)c2[nH]c(C(=O)N[C@H](C(=O)O)c3ccccc3)cc2c1
6682,COc1cc2c(cc1)c(C)c(CC(=O)N[C@H](Cc1c[nH]c3ccccc13)C(=O)O)c(=O)o2
6683,COc1ccccc1-c1nc(CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)cs1
6684,Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)N[C@H](Cc3ccccc3)C(=O)O)c12
6685,CC[C@@H](C)[C@H](NC(=O)c1c(C)nc(C)s1)C(=O)O
6686,CC(C)CCCC(C)NC(=O)C1(n2cnnn2)CCCCC1
6687,CC(C)CN1C(=O)c2ccccc2C(C(=O)NCCc2ccccc2)C12CCCCC2
6688,NC(=O)NCCC[C@@H](NC(=O)CCn1ccc2c(Br)cccc21)C(=O)O
6689,Cc1cc(=O)oc2c1ccc(OC(C)C(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)O)c2
6690,O=C(CCCCCNC(=O)c1nccnc1)NC(Cc1ccccc1)c1nc2ccccc2[nH]1
6691,Cc1c(C)c2cc3c(cc2o1)oc(=O)c(CCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O)c3C
6692,Cn1ncc2c(Nc3ccccc3)nc(NCCO)nc21
6693,O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1cc2ccccc2[nH]1
6694,CSCC[C@H](NC(=O)[C@H](C)n1c(=O)[nH]c2ccccc2c1=O)C(=O)O
6695,c1ccc(CN2CCN(c3nc4nccnc4c(N4CCOCC4)n3)CC2)cc1
6696,CS(=O)(=O)Nc1ccc(CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1
6697,Cc1c(C)c2c(oc1=O)c(C)c(OC(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)cc2
6698,COc1ccc(Nc2c3cnn(C)c3nc(N3CCN(Cc4ccccc4)CC3)n2)cc1
6699,COc1ccc(C2c3cc(OC)c(OC)cc3CCN2C(=O)N[C@@H](CCSC)C(=O)O)cc1
6700,O=C(Cc1ccccc1)NC(c1ccccc1)c1nc2ccccc2[nH]1
6701,CC(C)C[C@H](NC(=O)CCCc1ccccc1)c1nc2ccccc2[nH]1
6702,CC(C)c1ccc(-c2nc(CC(=O)N[C@@H](Cc3ccccc3)C(=O)O)cs2)cc1
6703,CC(C)C[C@H](NC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)C(=O)O
6704,CC(C)c1ccc(-c2nc(CC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)cs2)cc1
6705,O=C(CCn1ccc2c1cccc2Br)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
6706,Cc1c2oc(=O)c3c(CCCC3)c2ccc1OCC(=O)N[C@@H](CC(C)C)C(=O)NCCCC(=O)O
6707,CC[C@@H](C)[C@@H](CO)NC(=O)c1cc(-c2ccccn2)n[nH]1
6708,CC[C@@H](C)[C@@H](CO)NC(=O)c1ccc(Nc2ncccn2)cc1
6709,COc1cc(Oc2c(C)nc(N)nc2-c2c(O)cc(OC)cc2)ccc1
6710,COCCn1cc(C(=O)NCCc2c[nH]c3ccccc23)c2ccccc21
6711,COC(=O)c1cc(NC(=O)c2cc3c(cc2)OCCO3)c(C(=O)OC)cc1
6712,CSCC[C@H](NC(=O)COc1cc2c(cc1)c(C)c(Cc1ccccc1)c(=O)o2)C(=O)O
6713,Cc1c(C)c2cc3c(cc2o1)oc(=O)c(CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c3C
6714,CC(C)[C@H](NC(=O)Cc1cn(C)c2ccccc12)c1nc2ccccc2[nH]1
6715,COc1c(OC)cc2c(=O)nc(CSCC(=O)N[C@H](C(=O)O)C(C)C)[nH]c2c1
6716,O=C(Cc1csc(-n2cccc2)n1)NC(c1ccccc1)c1nc2ccccc2[nH]1
6717,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1
6718,CC(C)Cn1nc(CC(=O)NCCc2c[nH]c3c2cc(Cl)cc3)c2ccccc2c1=O
6719,COc1c(OC)cc2c(c1)CCN(C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C2c1ccc(F)cc1
6720,COc1ccc(CNC(=O)[C@H](Cc2ccccc2)NC(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1
6721,CC(C)[C@H](NC(=O)Cc1cc2c(cc1)OC(C)(C)CC2)C(=O)O
6722,COc1cc2c(cc1)n(CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)cc2
6723,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1c2c(C)noc2nc(C(C)C)c1
6724,CC(C)CN1C(=O)c2ccccc2C(C(=O)NCCc2ccccc2)C12CCCC2
6725,COCCN1C(=O)c2ccccc2C(C(=O)NCCc2c[nH]c3ccccc23)C12CCCC2
6726,O=C(NCCc1c[nH]c2ccccc12)c1cc(-c2ccccn2)nc2ccccc12
6727,COc1noc(CCC(=O)NCC(c2ccc(F)cc2)c2c[nH]c3ccccc23)c1
6728,O=C(CCn1c(=O)sc2ccccc21)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
6729,O=C(N[C@H](Cc1ccccc1)C(=O)Nc1nccs1)C1COc2ccccc2O1
6730,Cn1c(=O)n(C)c2c1ccc(S(=O)(=O)NC(Cc1c[nH]c3ccccc13)C(=O)O)c2
6731,CCC(C)[C@H](NC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)OC
6732,O=C(CCC1NC(=O)c2ccccc2NC1=O)NCC(c1ccccc1)c1c[nH]c2ccccc12
6733,O=C(O)c1ccccc1Nc1nc(Nc2cc(O)ccc2)ncc1
6734,CCNc1nc(NCC)nc(Nc2cc(Cl)c(Cl)cc2)n1
6735,O=C(NC(Cc1c[nH]c2ccccc12)c1nc2ccccc2[nH]1)c1ccccc1
6736,O=C(Cn1cnc2ccccc2c1=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
6737,O=S1(=O)C[C@H](NCCc2c[nH]c3ccccc23)[C@@H](S(=O)(=O)c2ccccc2)C1
6738,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)COc1ccc(Br)cc1
6739,CCCCc1cc(=O)oc2c1ccc(OCC(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)O)c2
6740,O=C(O)CCC(=O)NC(Cc1ccccc1)C(=O)O
6741,CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccco1
6742,COC(=O)C(CC(C)C)NC(=O)c1cc(OC)c(OC)c(OC)c1
6743,COc1cc(C(=O)Nc2c(C(C)C)cc(O)c(C)c2)cc(OC)c1OC
6744,O=C(O)[C@H](Cc1ccccc1)NC(=O)N1CCN(C(=O)C2COc3ccccc3O2)CC1
6745,Cc1cc(C)c(Nc2c3cnn(C)c3nc(Nc3ccccc3)n2)cc1
6746,Cc1cc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccco2)no1
6747,CC(C)CC(=O)NCC(c1ccccc1Cl)c1c[nH]c2ccccc12
6748,O=C(NC1CCCCC1)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1
6749,O=C(Cc1cc2c(cc1)OCCCO2)N[C@@H](Cc1ccccc1)C(=O)O
6750,CCc1nc(C#N)c(N2CCN(c3ncnc(Nc4ccc(C)cc4)c3)CC2)o1
6751,CCSc1ncc(Cl)c(C(=O)NC(CC(C)C)C(=O)Nc2ccc(F)cc2)n1
6752,Cc1c(CCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)O)c(=O)oc2c1ccc(O)c2C
6753,CCCSc1ncc(Cl)c(C(=O)NC(CCSC)C(=O)Nc2ccccc2)n1
6754,O=C(CCNc1c2[nH]cnc2ncn1)N[C@@H](CO)Cc1ccccc1
6755,COc1ccccc1C(=O)NCC(c1ccccc1)c1c[nH]c2ccccc12
6756,COc1ccccc1OCC(=O)NCC(c1ccccc1)c1c[nH]c2ccccc12
6757,Cc1cc(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)c2c(C)onc2C)no1
6758,COC(=O)c1ccccc1NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc(C)cc1
6759,N#Cc1c(NCc2ccccc2)oc(CNC(=O)c2ccccc2C(=O)NCc2ccccc2)n1
6760,Cc1cc(OC(C)C(=O)Nc2ccnn2Cc2ccccc2)c(C(C)C)cc1
6761,O=C(NCCc1csc(-c2ccccc2)n1)C(c1ccccc1)c1ccccc1
6762,CCSc1ncc(Cl)c(C(=O)NC(CC(C)C)C(=O)NCc2ccc(C)cc2)n1
6763,COc1cc2c(cc1)n(C)c(C(=O)N[C@H](C(=O)NCCc1c[nH]c3ccccc13)C(C)C)c2
6764,CC(C)[C@@H](CO)NC(=O)c1cc(-c2ccncc2)n[nH]1
6765,O=C(C[C@H](NC(=O)OCc1ccccc1)C(=O)O)OCc1ccccc1
6766,CCCCc1cc(=O)oc2c1ccc(O)c2CN[C@H](C(=O)O)[C@H](C)CC
6767,CCCc1cc(=O)oc2c1ccc(OC(C)C(=O)N[C@@H](CC(C)C)C(=O)O)c2
6768,CCCc1cc(=O)oc2c1ccc(OCC(=O)N[C@@H](CC(=O)O)C(=O)O)c2C
6769,Cc1c([N+](=O)[O-])c(N2CCOCC2)nc(N2CCN(Cc3ccccc3)CC2)n1
6770,COc1c(OC)cc(-c2cnc(N)nc2-c2c(O)cc(OCc3ccccc3)cc2)cc1
6771,Cc1c(Cc2ccccc2)c(=O)oc2c1ccc(OCC(=O)N[C@@H](CC(C)C)C(=O)O)c2C
6772,CC[C@@H](C)[C@H](NC(=O)Cc1cc2c(cc1)OCCCO2)C(=O)O
6773,CC(C)COc1ccc(C(=O)N(Cc2ccc(N(C)C)cc2)Cc2ccco2)cc1
6774,COC(=O)C(Cc1ccccc1)NC(=O)c1cc(-c2ccccc2)nc2ccccc12
6775,CCOc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)c2ccc(OC)cc2)cc1
6776,O=C(Cc1csc(-c2cc(Br)ccc2)n1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
6777,CSCCC(NC(=O)c1c[nH]c2ccccc12)c1nnc2ccccn12
6778,COc1ccc(NC(=O)C(CCSC)NC(=O)c2ccc(C)cc2)cc1
6779,N#Cc1c(NCC(c2ccccc2)N2CCOCC2)oc(Cc2cccc3ccccc23)n1
6780,COc1c(OC)cc(-c2nc3ccccc3c(C(=O)N[C@@H](CCSC)C(=O)O)c2)cc1
6781,COc1c(OC)cc2c(c1)CCN(C(=O)N[C@H](Cc1ccccc1)C(=O)O)C2c1ccccc1
6782,Cc1cc(Nc2nc(N3CCN(Cc4cc5c(cc4)OCO5)CC3)nc3nccnc23)c(C)cc1
6783,COC(=O)[C@H](CCSC)NC(=O)Cn1cc(C(C)=O)c2ccccc21
6784,CC(C)[C@H]1C(=O)Nc2ccccc2N1C(=O)N[C@@H](Cc1ccccc1)C(=O)O
6785,CSCC[C@H](NC(=O)c1cc2c(cc1)ccn2Cc1ccccc1)C(=O)O
6786,CC(=O)N(CC(C)C)c1nc(C)c(C(=O)NCCc2c[nH]c3ccccc23)s1
6787,COc1ccc(C(CNC(=O)COc2cccc(C)c2)c2c[nH]c3ccccc23)cc1
6788,CCCSc1ncc(Cl)c(C(=O)NC(CCSC)C(=O)NCc2ccc(C)cc2)n1
6789,Cn1cc(-c2c(CNC(=O)OCC3CCCCO3)cccn2)cn1
6790,Brc1cncc(-c2nn3c(-c4ccco4)nnc3s2)c1
6791,COCc1cc(=O)n(Cc2ncc(C)c(OC)c2C)c(N2CCCC2)n1
6792,COc1ccc(CCNC(=O)NCC2CCN(Cc3cscc3)CC2)cc1
6793,O=C(NCCn1nc(C(F)(F)F)ccc1=O)c1nnc(N2CCCCC2)cc1
6794,CCc1cccc(C)c1NC(=O)Cn1c(=O)n(CC(C)C)c(=O)c2nscc21
6795,Cc1c(F)cc(-n2ccnc(NCCC3=CCCCC3)c2=O)cc1
6796,O=C1COc2c(cc(-c3csc(NC(=O)C4CCCO4)n3)cc2)N1
6797,O=C(Cn1cnc2c(c(-c3ccccc3Cl)cs2)c1=O)c1ccccc1
6798,COc1cccc2c1OC1(C)CC2NC(=O)N1c1cccc(C(=O)N2CCN(c3ccccn3)CC2)c1
6799,CCC1(c2ccccc2)NC(=S)N(c2cc(C)c(C)cc2)N1
6800,O=S(=O)(c1cnccc1)N1CCC(COc2cccc(C(F)(F)F)n2)C1
6801,CCCOc1nc(C)nc(N2CCN(C(=O)c3c(OC)ccc(Cl)c3)CC2)c1
6802,COC(F)(C(=O)Nc1c(C#N)c(C)c(C(=O)N2CCCCC2)s1)C(F)(F)F
6803,COCCOC(=O)C1=C(N)Oc2c(c(=O)sc3ccccc23)C1c1cnccc1
6804,CCOC(=O)c1c(NC(=O)CSc2nnc(-c3ccco3)o2)sc(-c2ccccc2)c1
6805,Cc1c(N2CCN(C(=O)CCc3ccc(S(=O)(=O)NCC(C)C)cc3)CC2)cc(Cl)cc1
6806,C#CCSc1nc2ccccc2c2nc(-c3cnccc3)nn12
6807,CCOC(=O)c1c(NC2=NCCCCC2)c(C(N)=O)c(C)s1
6808,CC1CCN(c2cc(C(=O)c3ccc(Cl)cc3)cc(N)c2)CC1
6809,CCOC(=O)c1c(NC(=O)CCN2CCOCC2)sc(CC)c1
6810,Cc1noc(-c2cncnc2Nc2cc(C)c(Br)cc2)n1
6811,COC(=O)c1c(NC(=O)CCN2CCN(c3cccc(C)c3)C(C)C2)c2c(cccc2OC)[nH]1
6812,CCOc1c(OCC)c(Cl)cc(CNn2nnnc2N)c1
6813,Cc1cc(C)c(OCC(O)CN(CCO)Cc2ccccc2)cc1
6814,O=C(c1ccccc1)N1CC(O)N(c2ccc(Cl)cc2)C1=S
6815,CC1(C)C(=O)NCCN1C(=O)c1ccc(C(=O)c2ccccc2)cc1
6816,CC1CCCC(C)N1C(=O)c1ccc(C(=O)N2C(C)CCCC2C)cc1
6817,Cc1cc(C)c2sc(NC(=O)C3CCCCN3S(C)(=O)=O)nc2c1
6818,COCCCn1c(C2CCCCC2)nc2c(c(=O)c3c(cc(OC)cc3)o2)c1=O
6819,CC(C)Nc1c2cc(I)ccc2ncn1
6820,COC(=O)c1ccc(Oc2nc(SC)nc(N(C)C)n2)cc1
6821,CC1(C)CC(NC(=O)C(F)(F)F)CC(C)(CNC(=O)C(F)(F)F)C1
6822,COc1ccccc1CCNC(=O)c1cn(C)c2c1[nH]c(=O)n(-c1ccc(Cl)cc1)c2=O
6823,Cc1c(NC(=O)C2CCN(C(=O)c3cccn3-c3cnccc3)CC2)ccc(Br)c1
6824,COC(=O)c1ccccc1NC(=O)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
6825,CN(C)c1cccc(-n2c(C(F)(F)F)nn(C)c2=S)c1
6826,CCNC(=O)C1Cc2ccccc2N1C(=O)Nc1cccs1
6827,O=C(Cc1cscc1)N1CC(c2ccccc2)C(c2nocn2)C1
6828,CN1CCN(CC(=O)Nc2c(C(N)=O)nnn2Cc2ccccc2)CC1
6829,CCc1nnc2cc(N3CCN(Cc4ccc(C(C)C)cc4)CC3)cnn12
6830,O=S(=O)(Nc1ncc(Cl)cc1)c1cc(-c2noc(C3CCCC3)n2)cs1
6831,Cc1cc(OC(C)C(=O)Nc2ccc(-c3csc4nc(C)cc(=O)n34)cc2)c(C)cc1
6832,COc1ccc(-c2cc3nc4c(CCN(S(=O)(=O)c5cccs5)C4)c(=O)n3[nH]2)cc1
6833,O=c1[nH]nc(CC2CCNCC2)n1-c1cccs1
6834,c1ccc(-c2nc3ncnn3c(SCCN3CCOCC3)c2)cc1
6835,Nc1c2c3c(CCCC3)sc2nc(SCC(=O)N2CCCCC2)n1
6836,CCc1ccc(S(=O)(=O)N2CCCC(Cc3nc(-c4ccccc4C)no3)C2)s1
6837,O=c1cc(C(F)F)[nH]c(N2CCNCC2)n1
6838,COC(=O)CSC1CCN(C(=O)c2nc3ccccc3cc2)C1
6839,Cn1c(-c2ccccn2)nn(CCNC(=O)Cc2cccs2)c1=O
6840,Cc1c(OCC2CCN(c3nc4c(cccc4S(C)(=O)=O)s3)CC2)nccc1
6841,COC(=O)c1c(S(=O)(=O)N(CC(=O)Nc2ccccc2OC)c2ccc(C)cc2)ccs1
6842,O=C(Cc1cccc2ccccc12)NCc1c2CCCCn2nc1
6843,O=S(=O)(Cc1c(F)ccc(F)c1)Nc1cc2ccnn2cc1
6844,CCCc1nc2c3c(C)cc(C)nc3nn2c(N2CCOCC2)c1
6845,O=C(CCc1nc(=O)c2ccccc2[nH]1)Nc1n[nH]c(C2CCC2)n1
6846,COC(=O)CCc1c(-c2ccc(OC)cc2)nc(Nc2c(C)[nH]nc2C)s1
6847,CCc1ccc(NC(=O)Cn2nc3cc(C)nc(Nc4cc(C)c(F)cc4)n3c2=O)cc1
6848,COc1ccc(CC(=O)Nc2ccc(/C(C)=N/NC(=O)Cc3ccc(Br)cc3)cc2)cc1
6849,CCCc1nc(C)c2CCC(=O)N(CCN3CCCC3)c2n1
6850,CN(C(=O)Cc1c(Cl)sc(Cl)c1)C1CCCCC1N1CCCC1
6851,CCOC(=O)c1cc(NC(=O)CSc2nnc(C)n2CC2CCCO2)ccc1
6852,COc1c(OC)cc(CNC(=O)NCC2(N3CCOCC3)CCSCC2)cc1
6853,O=C(NCc1ccc(N2CCCC2=O)cc1)c1c(-n2cccc2)n(Cc2ccccc2)nn1
6854,Cc1cc2nc(-c3ccc(F)cc3)c(NC(=O)C3CC3)n2cc1
6855,CCOC(=O)C(C)(C)Oc1c2c(ccc1)c1ccccc1[s+]2[O-]
6856,CC1CCc2c(C1)scc2C(=O)NNC(=S)NC1CCCCC1
6857,N#Cc1cnc(N2CC3CCN(S(=O)(=O)N4CCOCC4)C3C2)cc1
6858,O=C(NC1CN(c2c3sccc3ncn2)C1)c1cc(-n2cccn2)ccc1
6859,Cc1nnc(NCCCN2CCN(C)CC2)c2nn(-c3ccccc3)c(C)c12
6860,CC(=O)Nc1ccc(CCc2nc3c(cc(C(=O)NC(C)Cc4ccco4)cc3)[nH]2)cc1
6861,Cc1nc(CCNC(=O)C2CCCN2S(=O)(=O)c2c(C)n(C(F)F)nc2)cs1
6862,Cc1cc(=O)oc2c1c(C)nn2-c1c(Cl)ccc(Cl)c1
6863,O=C1CC(c2ccccc2)Cc2c1c(O)c(-c1ccccc1)c(=O)[nH]2
6864,Cc1c(C)sc(NC(=O)CN(C)c2nc3c(C)ccc(C)c3s2)n1
6865,COc1cc2c(cc1)c(=O)cc(-c1cc(Br)cc3c1OCOC3)o2
6866,CNC(=O)c1nccc(Nc2c(F)cc(Oc3cc(C(=O)NC)ncc3)cc2)c1
6867,O=C(NC(=S)Nc1ccc(CN2CCOCC2)cc1)c1c(Cl)c(Cl)ccc1
6868,Cc1cc(C(F)(F)F)nn1CC(=O)Nc1c(C#N)c2c(CC(C(C)(C)C)CC2)s1
6869,CC(C)N1CCN(c2ncc(C(=O)N3CCCC3)cc2)CC1
6870,Cc1cc2c(cc1)[nH]c1c2[nH]c(=O)n(/N=C/c2ccccc2)c1=O
6871,CC(C)n1nnc2c(cc(NC(=O)CCn3cccc3)cc2)c1=O
6872,CCOc1c(OCC(=O)NC(C)(C)C)ccc(CNC2CCC(C)CC2)c1
6873,COc1c(S(=O)(=O)NCCN2CCOCC2)cc(N2C(=O)CCC2=O)cc1
6874,CC1CCC(NS(=O)(=O)c2cc3c(cc2)n(C)c(=O)n(CC(=O)N2CCCC2)c3=O)CC1
6875,COc1ccccc1-n1c(CNC(=O)c2ccccc2F)nnc1SCC(=O)c1ccccc1
6876,CC(C)CCNC(=O)C1CCN(c2cncnc2N(C)C)CC1
6877,N#Cc1cccc(Cn2cc(S(=O)(=O)N3CCCC3)ccc2=O)c1
6878,O=S(=O)(c1cc2c(cc1)OCCCO2)N1CCC(c2cscc2)C1
6879,Cc1cc(-c2nnc(-c3nc4ccccc4c(NCCc4cnc[nH]4)n3)o2)ccc1
6880,O=C(Cn1c(=O)n(Cc2ccncc2)c(=O)c2c1cccn2)OCc1ccccc1
6881,Cc1c(C(=O)N2CCC(N3c4ccccc4N(C)S3(=O)=O)CC2)n2ccccc2n1
6882,CCC(Sc1c2nnn(-c3ccc(OC)cc3)c2ncn1)C(=O)OC
6883,O=C(C1CCN(c2nc3c(nc(-c4cnccc4)cc3)s2)CC1)N1CCCCC1
6884,O=C(Cn1cc(-c2ccccc2)c2ncnc(N3CCCCC3)c21)Nc1ccccc1
6885,CCCN1CCc2c(C1)c(=O)nc(SCc1c(C)oc(-c3cc(Cl)ccc3)n1)[nH]2
6886,CCC1CCCCN1C(=O)C[N+]1=C2C=CSC2C(=O)N(CCc2cccs2)C1=O
6887,COC(=O)c1cc(S(=O)(=O)N2CCCC2C(=O)Nc2cccc3c2CCCC3)cn1C
6888,COCCCNC(=O)Cc1cccn1-c1cc(Cl)ccc1
6889,CN(Cc1ccco1)C(=O)Cc1cccn1-c1ccc(F)cc1
6890,CSc1ccccc1C(=O)N1CCN(c2cc3c(cc2)nnn(C)c3=O)CC1
6891,Cc1c(C)cc(-c2c(CNS(=O)(=O)c3cccc4nsnc34)cn[nH]2)cc1
6892,CC(C)NC(=O)c1ccccc1OCC1CCN(C(=O)Cc2ccccc2Cl)CC1
6893,CCN(CC)CCN(C(=O)CN1C(=O)CCC1=O)c1nc2cc3c(cc2s1)OCO3
6894,Cn1ncc(I)c1C(=O)N/N=C/c1ccc(OCC(=O)N2CCCC2)cc1
6895,CCn1c(N2CCCC(C(=O)NCC3CCN(Cc4cc(F)ccc4)CC3)C2)cc(=O)n(C)c1=O
6896,O=c1cc(CN2CCN(c3ccc(Cl)cc3)CC2)[nH]c(=O)[nH]1
6897,COc1ccccc1Oc1ccc(N2CC(C(=O)O)CC2=O)cc1
6898,Nc1nnc(SCC(=O)Nc2nnc(C(F)(F)F)s2)s1
6899,Cc1nc2c(sc(=S)n2-c2ccccc2)c(=O)n1/N=C/c1ccc(Cl)cc1
6900,O=C(c1ccc(C(=O)N2CCC(c3ccccc3)C2)cc1)N1CCC(c2ccccc2)C1
