mol_id,smiles
14351,CO[C@H]1CCCC[C@@H]1NC(=O)c1cccc(CC(=O)O)c1
14352,Cc1ncc(NC(=O)C(=O)N[C@H]2C[C@H]3CC(CO)C[C@H]32)s1
14353,CN(C)C(=O)c1ccc(CNC(=O)NC2CCCCNC2=O)cc1
14354,CCOc1ccc(C2(CNC(=O)c3nn(C)cc3)CCOCC2)cc1
14355,COc1c(C(C)NC(=O)N2CCN(C3CCOCC3)CC2)cc(C)cc1
14356,COc1ccc(-c2nc(CCNC(=O)c3cc(S(C)(=O)=O)ccc3)co2)cc1
14357,CN1CCN(S(=O)(=O)C2CC2)C(c2ccccc2)C1
14358,O=C(NCCc1ccc(O)cc1)NC1CCS(=O)(=O)C1
14359,Cc1cc(C(=O)NCc2nc(N3CCOCC3)ccc2)cnn1
14360,COc1ccccc1CC1CCCN1C(=O)NCCc1cnccc1
14361,O=C(O)C1CCN(C(=O)c2cc(-n3ccc(C(F)(F)F)n3)ccc2)C1
14362,CC(Oc1ccccc1C(F)(F)F)C(=O)N1CCC(NC(=O)C2CC2)CC1
14363,NC1CCCC(C(=O)N2C3CCC2CC(O)C3)C1
14364,O=c1[nH]c(N2CCC3(CCCOC3)C2)nc2c1cn[nH]2
14365,Cn1nc(C2CCCOC2)cc1NC(=O)N1CCCCO1
14366,Cc1c(C(=O)N2CCN(CCc3ccccc3)CC2)ccnn1
14367,O=C1CC2(CCCN(c3nccc(Oc4ccccc4)n3)C2)CN1
14368,CC(=O)N1CCCN(C(=O)NC(CC(C)C)c2cccs2)CC1
14369,O=C(CN1CCN(C(=O)Nc2ncc(F)cc2)CC1)N1CCCCC1
14370,Cc1c(C(=O)NCC2CCC2)c(C)nc(C2CC2)n1
14371,COCCN1CC(C(=O)N2CCCNC(=O)C2)CC1=O
14372,CC1(C)CCC(NC(=O)N2CCNC(=O)C2)c2ccccc21
14373,CC(C(=O)NC1CCCC1)N1C[C@H](C(=O)O)[C@@H](c2ccccc2)C1
14374,O=C(C(c1ccc(F)cc1)C1CC1)N1CCc2c(C1)[nH]c(=O)[nH]c2=O
14375,C[C@@H]1CN(C(=O)c2nn(-c3ccccc3)c(-c3ccccc3)n2)C[C@H](C)O1
14376,NC(=O)C1CCCN1C1CCN(C(=O)c2cc3c(cccc3Cl)s2)CC1
14377,CCc1nc(C2CCCN2C(=O)Nc2ccncc2)no1
14378,COc1c(C(=O)NCc2cc(C(=O)O)c(C)o2)cc(C)cc1
14379,CC(C)(C)C(=O)N1CCCC(Cn2cc(C3CCCC3)nn2)C1
14380,O=C(Cc1cc(O)ccc1)N1CCC(C(=O)N2CCOCC2)CC1
14381,Cc1cc(C(=O)NC2CCCCNC2=O)nn1-c1ccccc1Cl
14382,O=C(Cn1cc(CC2(O)CCC2)nn1)N1CCC(Cc2ccccc2)CC1
14383,NC(=O)c1c(N2CCC(c3nc4c(ccc(C(F)(F)F)c4)s3)CC2)ccnc1
14384,C[C@@H]1CN(C(N)=O)C[C@H](c2nc(C3CC3)no2)O1
14385,O=C(CC1CCNC1=O)NC1(c2ccccc2)COC1
14386,CO[C@H](C)C(=O)Nc1nc2cc3c(cc2s1)OCCO3
14387,Cc1nc(NC(=O)C2CCCN2C(=O)Cc2ccccc2)ccc1
14388,O=C(Cc1ccccc1)N1CCCC(c2nc(-c3nccnc3)no2)C1
14389,Cc1nn(Cc2ccccc2)c(NC(=O)Cn2cnc3c(cnn3C)c2=O)c1
14390,CCc1csc(C2CCCN(c3c4cc[nH]c4ncn3)C2)n1
14391,CCC(CC)(CO)NCc1cn(-c2cc(Cl)c(F)cc2)nn1
14392,Cc1c(NC(=O)c2nn(C(C)(C)C)c(C3CC3)c2)c(C(F)F)n[nH]1
14393,Cn1cc(Oc2ccccc2C(=O)Nc2cc3c(cc2)NC(=O)C3)cn1
14394,Cc1cc(C(=O)NC2(c3nccs3)CCCC2)c2cnn(C(C)C)c2n1
14395,CC(C(=O)N1CCc2c(cc(O)cc2)C1)n1cccn1
14396,CNC(C)Cc1noc(-c2c(C)nc(-c3ccccc3)cc2)n1
14397,O=C(NC1CCc2c1cc(F)cc2)c1c(-c2ccccc2)[nH]nc1
14398,COc1nccc(NC(=O)N2CCN(C3CCOCC3)C[C@H]2C)c1
14399,NS(=O)(=O)N1CCC(C(=O)NCc2cccc3ccccc23)CC1
14400,Cn1nc(CC(=O)Nc2cc(Cl)c(Oc3ccncc3)cc2)c2ccccc2c1=O
14401,O=c1cc(N2CCOC(c3ccccc3)C2)nc[nH]1
14402,Cn1ccc(CNC(=O)N2C3CCC2c2ccccc23)n1
14403,CCOc1ncnc(NC2CCN(c3nccnc3)CC2)c1
14404,Cn1nc(C2CC2)cc1S(=O)(=O)Nc1c2cn[nH]c2ccc1
14405,COc1c(NC(=O)NCc2nn(C)nc2)cc2NC(=O)CCc2c1
14406,O=C(NC1CCc2c1cccc2Cl)N1CCCS(=O)(=O)CC1
14407,Cc1nc(C(=O)N2CCS(=O)(=O)C3(CCCCC3)C2)c2ccccn12
14408,N#Cc1cnc(N2CCC(C(=O)N(C3CC3)C3CCS(=O)(=O)C3)CC2)cc1
14409,COC(=O)C(C)NC(=O)C(CN)c1ccccc1
14410,Cc1cc(NCCN2CCOC(C)(C)C2)nc(C)n1
14411,CC1CN(C(=O)c2c(-c3ccccc3)[nH]nc2)c2ccccc21
14412,O=C(Nc1ncnc(C(F)(F)F)c1)N1CCN(C2CCC2)CC1
14413,CCc1nccn1Cc1cn(Cc2cn3cc(Cl)ccc3n2)nn1
14414,Cc1ccc(-c2noc(C(C)n3ccc(C(F)(F)F)n3)n2)c(=O)n1C
14415,CC1CCCN(C(=O)C(Cc2cn(-c3cncc(C(=O)O)c3)nn2)C2CC2)C1
14416,O=C(O)[C@@H]1C[C@H](NC(=O)[C@@H]2C[C@H]3CC[C@@H]2O3)CS1
14417,CCn1cc(C(=O)Nc2c(C)ccc(-c3ncco3)c2)cn1
14418,Cc1nc2c(-c3noc(CCC4CCNC4)n3)cnn2c(C)c1
14419,Cc1nc(N2CCCC2)c(CNc2nccc(C(C)(C)C)n2)cc1
14420,CC(C(=O)Nc1cc(-n2ccc(C(=O)O)n2)ccc1)S(C)(=O)=O
14421,CCC1c2ccccc2CCN1C(=O)Cc1ccc(-n2cnnn2)cc1
14422,CC(=O)NC(c1nc(-c2ccc(C(=O)NC3CC3)cc2)no1)C1CCCC1
14423,O=C(NCc1cc(F)c(Oc2ccccc2F)cc1)N1CCC(OCCO)CC1
14424,O=C(O)c1cncc(C(=O)N[C@@H]2CCCC[C@H]2F)c1
14425,Cc1cc(SCc2ccccc2)nc(-c2cnccc2)n1
14426,O=S(=O)(c1ccc(NC2CCCC2)cc1)N1CCOCC1
14427,COc1cc(S(=O)(=O)Nc2c(O)cc(C(=O)O)cc2)cnc1
14428,Cn1cc(NS(=O)(=O)c2ccc(CC(=O)O)cc2)c(C2CC2)n1
14429,Cc1nnc2ccc(N3CCN(C(=O)c4cc5c(cc4)OCO5)CC3)nn12
14430,CCc1cc(CC(=O)N2CCN(c3cc(N4CCOCC4)ncn3)CC2)ccc1
14431,O=C(Nc1ccccc1)c1c(-c2ccccn2)[nH]nc1
14432,NC1CCN(S(=O)(=O)c2c3ccncc3ccc2)CC1
14433,CCn1cnc2c(NCC(=O)N3CCc4ccccc43)ncnc21
14434,COCc1c(C(=O)N2CC(C)Oc3c2cc(OC)cc3)scn1
14435,CC1CN(C(=O)NCc2ccccc2OC2CCCC2)CC(=O)N1C
14436,Cc1nc2ncnn2c(C)c1CCC(=O)N1CC(C)(C)C1c1ccccc1
14437,Cc1cc(C)c(NC(=O)CN2CCNCC2)c(C)c1
14438,O=C(O)c1cc(Cl)c(OCCN2CCOCC2)cc1
14439,CC1(NC(=O)c2cnc(-c3ccccc3)s2)CCOCC1
14440,CN1CCCC(N2CCN(C(=O)NCc3ccccc3)CC2)C1
14441,CON(C)C(=O)c1ccccc1NC(=O)c1noc2c1CCCC2
14442,O=C(NCCc1coc(-c2ccc(F)cc2)n1)C(F)(F)c1ccccc1
14443,Cc1c(CCNC(=O)C2CCC(N)CC2)cncc1
14444,CC(C1CC1)n1cc(NC(=O)c2c(C3CC3)[nH]cc2)cn1
14445,Cc1c(C)c(C2CCCN2C(=O)c2csc(=O)[nH]2)ccc1
14446,O=C(CCC1CCNC1)N1CCC(COCc2ccccc2)C1
14447,COCc1ccccc1S(=O)(=O)NCc1nc(C(F)(F)F)ccc1
14448,O=C(NCCNC(=O)N1CCCC1CN1CCCCC1)c1ccccc1Cl
14449,O=C(O)C1COCCN1C(=O)CCc1cnccc1
14450,CC1(C)CNC(=O)C1NCc1nnc(-c2ccccc2)o1
14451,NC(=O)CN1CCN(C(=O)C2(c3ccccc3)CCCO2)CC1
14452,Cc1c(OC(C)C)ccc(S(=O)(=O)NOCC(=O)O)c1
14453,Cc1noc(C2(NC(=O)c3cc(C(=O)O)ccc3)CCOCC2)c1
14454,NC(=O)C[C@H](NS(=O)(=O)c1cc2c(cc1)OCCCO2)C(=O)O
14455,Cc1nc(C2CCCN(c3nc(-c4cnccc4)nc4c3CCC4)C2)n[nH]1
14456,CC(NS(C)(=O)=O)c1nnc(N2CC=C(c3cc(Cl)ccc3)CC2)n1C
14457,COCC1CCN(C(=O)CCc2nocc2)CC1
14458,CC1CN(C(=O)CSc2nc3ccccc3n2C)C1
14459,CCC1(NC(=O)Cn2c(C)cc(O)cc2=O)CCOCC1
14460,Cc1c(NC(=O)C2(C(=O)O)CC2)cc(Cc2ccccn2)cc1
14461,Cn1cc(C(=O)NCc2ccc(C(N)=O)cc2)c(-c2cocc2)n1
14462,CC1CC(NS(=O)(=O)c2cccc(N3C[C@H]4COC[C@H]4C3)n2)C1
14463,Cc1cc(C(=O)N2CCC(c3nc(-c4ccccc4)n[nH]3)CC2)c(C)[nH]1
14464,CC1CN(C(=O)NCc2cnc(-n3ccnc3)cc2)CC(c2ccccc2)O1
14465,Cc1cn(CC(=O)Nc2cn(C(C)(C)C)nc2)nc1
14466,Cc1c(C(=O)N2CCCCC2CO)cnc2ccccc12
14467,Cc1cc(NC(=O)N2CCCC(N3CCCC3)C2)c(C)cc1
14468,COc1cc2c(cc1)n(C1CC1)c(C)c2C(=O)NCC(O)C1CC1
14469,O=C(Cc1nn(-c2ccccc2)nc1)N1CCOCC1CCO
14470,CC(C)(C#N)c1ccc(NC(=O)NC2CCCc3cn(C4CCCC4)nc32)cc1
14471,CCC(C(=O)O)N(C)C(=O)CC1CC2CCC1C2
14472,CCN(Cc1cc(-c2c(C)n(C)nc2)no1)[C@@H](C)CO
14473,CN1CCC(N2CCC(c3c[nH]c4c3cccn4)CC2)C1=O
14474,Cc1nc(C2(NC(=O)CC(C)c3ccccc3)CCCC2)no1
14475,O=C1CCc2c(ccc(NC(=O)c3cc4c(cc3)NC(=O)CO4)c2)N1
14476,Cc1cc(NC(=O)N2CCOCC(C)C2)nn1-c1cc(Cl)ccc1
14477,CCc1nn(C)c(CC)c1CNC(=O)N1CCC(CS(N)(=O)=O)CC1
14478,Cc1nc(CC(=O)N2CCCCC2C(N)=O)n[nH]1
14479,CC(NC(CCO)C1CCCCC1)c1n[nH]c(=O)cc1
14480,COCC1(CNC(=O)c2c[nH]c3c2cccn3)CCNCC1
14481,Cc1nc(COc2cccc(C(=O)NC3CCNC3)c2)cs1
14482,CC(=O)NCC1CCCN(Cc2noc(-c3cncc(C)c3)n2)C1
14483,COCC(=O)NC1CN(C(=O)c2c(Br)ccc(C)n2)C1
14484,COc1ncc(N(C)C(=O)C2CCCN2C(=O)Cc2ccccc2)cc1
14485,Cc1nc(C)c(C(=O)N(CCO)C2CCC2)s1
14486,CC(Nc1c2sccc2ncn1)C(=O)NC(C)(C)C
14487,COC(=O)c1c(C)sc(CCNC(=O)C(C)C2CC2)n1
14488,CC1CCCN1S(=O)(=O)N[C@H](Cc1ccccc1)C(=O)O
14489,CC1(c2nccnc2)NC(=O)N(Cc2noc3c2CCCC3)C1=O
14490,O=C(NCCc1cn2ccccc2n1)NC12CC3CC(CC(C3)C1)C2
14491,O=C(C1Cc2c(ccc(F)c2)O1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
14492,CC(C)NC(=O)c1c(NC(=O)C2CC2)cc(Cl)cc1
14493,COCc1nc(N2CC(C)(C)C2c2cnccc2)cc(OC)n1
14494,COc1cccc2c1CCC2(N)C(=O)NCc1nn(C(C)C)cc1
14495,CCc1c(CC)nc2cc(C(=O)NC3CCC(CO)CC3)ccc2n1
14496,CC(=O)N1C[C@H](O)C[C@@H]1C(=O)Nc1c(C)n(Cc2ccccc2F)nn1
14497,CCOc1ncc(S(=O)(=O)NCC(=O)O)cc1
14498,O=C(C1CCC1)N1CCCC1Cn1cnc2ccccc21
14499,Cc1ccc(CNC(=O)c2nn(C)c3c2cc(F)cc3)n1C
14500,Cc1noc(C)c1CN(C)C(=O)C1(c2cc(F)ccc2)CCC1
14501,CCOc1ccc(NC(=O)N2CCCC(c3nnc(C)o3)C2)cc1
14502,CC1CC(C)CN(S(=O)(=O)N2CCC(N3CCCCC3)CC2)C1
14503,CC(NC1CCCC1c1cc(C(F)(F)F)ccc1)c1nnnn1C1CC1
14504,COc1cccc(CNC(=O)N2CCN(C(=O)N(C)Cc3ccccc3)CC2)c1
14505,O=C(NC1(C(=O)O)CCC1)c1cc2ccccc2[nH]1
14506,CC1=NC(Cc2ccccc2)C(=O)Nc2c1cc(F)cc2
14507,Cc1c(C(=O)N2CCOCC2)cc(NC(=O)c2ncc(F)cc2)cc1
14508,CC(C)(C)c1csc(C2CN(C(=O)c3c(Cl)cncc3)CCO2)n1
14509,CC(C)c1cc(NC(=O)N[C@@H]2C[C@H]3CC[C@@H]2O3)no1
14510,O=C(O)C1CCC(C(=O)N2CCCc3ccccc32)CC1
14511,Cn1ncc2c1CCNC2C(=O)NCc1ccc(Cl)cc1
14512,NC(=O)C1CN(c2nnc(-c3c(F)cccc3F)cc2)CCO1
14513,Cn1cc(-c2ncc(C(=O)N3C[C@@H](CN)[C@H](c4ccccc4)C3)s2)cn1
14514,Cc1cc2c(cc1)N(S(=O)(=O)c1c[nH]c(C(F)(F)F)c1)[C@@H]1CCN(C)C[C@H]21
14515,Cc1nn(C)c(CN2CCC(CCC(=O)O)C2)c1
14516,Cc1c(C)cc(S(=O)(=O)NC(=O)c2ccco2)cc1
14517,CC(C)(C)C(=O)NCC(=O)N1CCC(CCC(=O)O)CC1
14518,CC(C)(C)n1cc(C(=O)NS(=O)(=O)C2CCCOC2)cn1
14519,Cn1nc2CCCCc2c1C(=O)N1CCCC(Cn2ccnn2)C1
14520,Cc1c(CCC(=O)N2CCN(C(=O)c3ccccc3)CC2)cnn1C
14521,COc1ccccc1N1CCC(NC(=O)c2cn(C)c(=O)[nH]c2=O)CC1
14522,CCCn1cc(CN2CCCN(C(=O)Nc3nnc(C4CC4)cc3)CC2)cn1
14523,Cc1cc(C(=O)N2CCc3c2ccc(F)c3)ncn1
14524,CCN(c1c(C)nccc1)S(=O)(=O)c1ccnn1C
14525,O=C(NCC1CC(O)C1)Nc1nc(Oc2ccccc2)ccc1
14526,Cn1cc(Br)cc(NC(=O)NC2(C(N)=O)CC2)c1=O
14527,CC(NC(=O)NCC1CCN(Cc2cccs2)CC1)C(=O)N(C)C
14528,O=C(NC1CCN(C(=O)c2ccccc2C(F)(F)F)CC1)C1CCOCC1
14529,Cc1nn(-c2cccc(NC(=O)c3nccnc3N)c2)c(C)c1
14530,Cc1nccn1CC1CCCN1C(=O)c1cc2c(cc1)n(C)cn2
14531,CCCc1nc(-c2nc3c(c(-c4ccccc4)cs3)c(=O)[nH]2)co1
14532,CCC1C(C(=O)O)CCN1S(=O)(=O)c1c2ncccc2ccc1C
14533,CN(C)C(=O)Cc1ccccc1NC(=O)Nc1c(-c2nccs2)[nH]nc1
14534,Cc1c[nH]c(=O)n1-c1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1
14535,CCN(CC)C1CCN(C(=O)c2cccc(=O)[nH]2)C1
14536,Cc1ccc(C(=O)N2CCC(C(=O)O)(C(F)(F)F)C2)o1
14537,O=C(c1c2OCCNc2ccc1)N1CCC(c2ccccc2)C1
14538,CS(=O)(=O)N1CCC(C(=O)NC2(c3ccccc3)CC2)CC1
14539,CN(C)C(=O)N1CCN(C(=O)C2CCn3cncc3C2)C(C)(C)C1
14540,COc1cc(OCc2nc(CC(=O)NC3CCCCC3)no2)ccc1
14541,CN(C)S(=O)(=O)c1ccc(C(=O)N2CC(O)C2)o1
14542,O=S(=O)(c1cccs1)N1CCC(c2nccnc2)C1
14543,COc1cc(O)c(C(=O)N2CCN(c3nnc(C)s3)CC2)cc1
14544,CN(C(=O)NCC1CCN(CCc2ccccc2)C1)C1CCOCC1
14545,CC(C)CN(C(=O)c1cc(=O)[nH]c(C2CC2)c1)C1CCCc2c1nccc2
14546,CN1C(=O)C[C@@H](CNC(=O)CCCN2C(=O)c3ccccc3C2=O)[C@@H]1c1nccn1C
14547,O=C(NCc1cc(C(F)(F)F)ccc1)C1CCNC1
14548,CC(C)C(NC(=O)c1csc(C2CC2)n1)c1n[nH]nn1
14549,Cc1c(C2CC2)[nH]nc1NC(=O)c1cc(N(C)C)cc(C#N)c1
14550,O=C(O)c1c(CNC(=O)C2CCCCO2)c2c(ccs2)s1
14551,CC(=O)Nc1c(C)ccc(C(=O)N2CCN(c3ccccc3)CC2)c1
14552,NC(=O)NCC1CCCN(C(=O)NCCc2ccccc2C(F)(F)F)C1
14553,O=c1[nH]c2c(cc(S(=O)(=O)N3CCN(c4ccccc4OC(F)F)CC3)cc2)[nH]1
14554,CC(CC(=O)N1CCC(c2ccnn2C)CC1)n1cccc1
14555,Cc1csc(C(=O)O)c1S(=O)(=O)NCc1nncn1C
14556,CC1(C)COc2c(C(=O)N3CCC4(CC3)CNC(=O)C4)cccc21
14557,COc1cccc(C(=O)N(C)Cc2nn(-c3ccccc3)cc2)c1F
14558,CN1C(=O)c2cccc3c(S(=O)(=O)Nc4ccc(Oc5ccncc5)cc4)ccc1c23
14559,CC(=O)N1CC(C#N)C2(C1)C(=O)Nc1ccccc12
14560,CC(NC1CCOC2(CCC2)C1)C(C)(C)n1cncn1
14561,CC(C)(C)C(=O)N1CCN(C(=O)Nc2cnns2)CC1
14562,CC(C)CC(NC(=O)C1CCn2ncnc2C1)c1ccccc1
14563,O=c1c2ccccc2nc(N2CCC3CCCCC3C2)n1CCO
14564,O=C(O)C1c2ccccc2OCCN1C(=O)C1CCC(F)(F)CC1
14565,COc1c(F)c(C(=O)NC[C@H]2CC[C@@H](c3n[nH]c(C)n3)O2)c(F)cc1
14566,CCOc1ccccc1C(=O)N1CCCC1C(=O)NCCc1ccc(O)cc1
14567,COc1cc2c(cc1)oc(N1CCC(OC)CC1)n2
14568,CC1(C)OCC2CC21NC(=O)c1c2cc(N)ccn2nc1
14569,Cc1n[nH]c(C)c1C1CCCN1C(=O)c1ccccc1Cl
14570,COc1ccc(C2CCCN2C(=O)NCC2CCOCC2)cc1
14571,CN1CCC(CCNC(=O)c2cc3c(cc2)C(=O)NCC(=O)N3)CC1
14572,CS(=O)(=O)N1CCC[C@@H]1CNC(=O)C1CCC(c2ccccc2)CC1
14573,Cc1nc(C(=O)NC(CO)Cc2ccccc2)nn1-c1n[nH]c(C(F)(F)F)n1
14574,Cc1cc2c(cc1)ncnc2N1Cc2c(C1)c(=O)[nH]c(C)n2
14575,CC(c1ccc(S(C)(=O)=O)cc1)N(C)C(=O)NC1CCC1
14576,CC(NC(=O)NCCc1cc(Cl)ccc1)C(=O)NC(C)(C)C
14577,CC(C)(C)NC(=O)CSCc1cc(-c2ccc(Cl)cc2)no1
14578,Cc1c(C)c(N2CCN(C(=O)c3cc4c(cc3)n(C)nn4)CC2)ccc1
14579,Cc1nc(-c2ccccn2)cc(NCc2cc(N3CCCCC3=O)ccc2)n1
14580,Cc1nn(C)c2c1c(C(=O)N1CCOC3(CCc4ccccc43)C1)cc(-c1ccccc1)n2
14581,CS(=O)(=O)CC1(C(=O)NC2CCCC2)COC1
14582,O=C(Cc1cc(Cl)ccc1)Nc1n[nH]c2c1c(F)ccc2
14583,COc1c(C(C)NC(=O)C(N)CC2CCCCC2)cc(C)cc1
14584,CC(C)(C)n1cc(NC(=O)C2CCCN(CC(F)(F)F)C2)cn1
14585,C[C@H]1Cc2c([nH]nc2C(=O)N2CCn3c(Cc4ccccc4)nnc3C2)[C@@H](C)O1
14586,Cc1c(C(=O)NCC2Cc3ccccc3CN2)occ1
14587,COc1ccc(Cn2nnnc2N2CCCOCC2)cc1
14588,CCCCNC(=O)C1CCN(C(=O)c2ccccc2F)CC1
14589,Cc1nn(C)c(C)c1C(=O)NC(CC(=O)O)c1cc(Cl)ccc1
14590,CCOc1ccc(OCC(=O)N2CCC(n3cn[nH]c3=O)CC2)cc1
14591,COc1c(F)c2ncnc(N3CCCN(Cc4cn(C)nc4)CC3)c2cc1
14592,CCOc1ccccc1C(=O)N1CCCC1C(=O)NCc1nc2ccccc2n1CC
14593,Cc1c(F)cc(S(=O)(=O)NCc2nn(C)nn2)cc1
14594,Cn1ncc2c1CCCN(C(=O)NCc1ccc(F)cc1)C2
14595,COC(=O)c1coc(S(=O)(=O)NC2CCCCC2CN)c1
14596,N#Cc1c(F)ccc(NC(=O)N2CCC(CN3CCCC3)C2)c1
14597,COCCc1ccc(Oc2ccc(NC(=O)CC(C)N)cc2)cc1
14598,C#CCCOc1ccc(C(=O)Nc2c(C(C)C)[nH]nc2C(N)=O)cc1
14599,Cc1nccc(N2CCN(C(=O)NC3CCCN(c4ccccc4)C3)CC2)n1
14600,NC(=O)C1CCN(C(=O)c2cc3c(cc2)[nH]cc3)C1
14601,Cn1ncc(CNc2nccn3nc(C(C)(C)C)cc23)n1
14602,CCC(C)n1nc(NC(=O)Nc2c(C)n(C)nc2C)cc1C
14603,Cc1c[nH]c(=O)n1-c1ccc(-c2nc(-c3cnccc3)no2)cc1
14604,C[C@H](O)CN1CCN(C(=O)Nc2ccc(-n3cnnn3)cc2)CC1
14605,COc1cccc2c1CCCC(NC(=O)NCCc1cn(C)nc1)C2
14606,O=C(NCC1CCN(CC(F)(F)F)C1)NC1c2ccccc2CC1O
14607,Cn1ccnc1C1(CNC(=O)c2ncc(-c3n[nH]nn3)cc2)NC(=O)NC1=O
14608,Cc1nn(C)c2c1cc(NC(=O)[C@H]1CC1(C)C)cn2
14609,N[C@@H]1c2ccccc2C[C@H]1NS(=O)(=O)N1CCCC1
14610,COc1ccccc1-c1cc(C(=O)N2CCOCCC2C)no1
14611,CN1CCN(C)C(CNC(=O)c2c(O)cc(Cl)cc2Cl)C1
14612,COc1cc(N2CCCN(c3nc(C)nc(C)c3)CC2)cc(OC)c1
14613,CCn1nc(C)cc1C(=O)NCCCN1CCN(c2ncccn2)CC1
14614,Cc1c(NC(=O)c2cc(N3CCOCC3)cnc2)cc(Cc2ccccn2)cc1
14615,O=C(O)CC1CCCN(c2nn3nnnc3cc2)C1
14616,CC1(C)CC(NC(=O)Cn2ccc3ccccc32)CCO1
14617,O=C(O)CN(C(=O)c1c2ccc(Cl)cc2ncc1)C1CC1
14618,COc1cc(=O)[nH]cc1C(=O)N1CCOC(c2cscc2)C1
14619,c1c(CN2CCC(NC3CCOCC3)CC2)nnn1C1CCCC1
14620,Cn1nc(C2CC2)cc1CNC(=O)[C@H]1CCCC[C@H]1N1CCCC1=O
14621,O=C(NC1CCN(CC(F)F)CC1)c1cnc(Oc2ccccc2)cn1
14622,CC1CCCN(Cc2csc(NC(=O)c3cccc(Cn4ccnc4)c3)n2)C1
14623,Cc1c(Br)c(C(=O)N2CC(C)C2)n[nH]1
14624,O=C(N[C@@H]1[C@H]2Cc3ccccc3[C@H]21)C1CC(C2CC2)=NO1
14625,O=C(N1CCCC1)N1CCN(c2nc3ccccc3o2)CC1
14626,Cc1nc(C2CCN(C(=O)C3(C)CCC(=O)NC3)CC2)ncc1
14627,Cc1ccccc1C1(C(=O)Nc2nn(CCc3ccncc3)cc2)CCC1
14628,CN(Cc1ccco1)C(=O)c1cc(S(=O)(=O)Nc2ccccc2F)ccc1
14629,COCCN1CN(C(=O)c2cscn2)CC1=O
14630,O=C(NC1(CO)CCOC1)c1c2occc2cc(F)c1
14631,CC(CNC(=O)c1cc(S(=O)(=O)N(C)C)ccc1)C(=O)O
14632,CC(c1nc(-c2nocc2)no1)n1ccc(C(F)(F)F)n1
14633,CCn1nc(C)c(Cn2cnc3c(sc4c3cccn4)c2=O)n1
14634,CC(=O)NC(CC(=O)N1CCCC1CN1CCCCC1)c1ccc(C)cc1
14635,Cn1cc(C(=O)NCC2(O)CCCCCC2)cn1
14636,CC1(C)CCCN1C(=O)NCc1cc(C(=O)O)ccc1
14637,O=C(Nc1c(-c2ccccc2)cn[nH]1)[C@H]1C[C@H]2C=C[C@@H]1CC2
14638,Cc1c(C(=O)O)cc(S(=O)(=O)NCc2nncn2C)cn1
14639,Cn1nccc1C1CCN(C(=O)Nc2nc3c(cc2)CCC3)CC1
14640,CC1(C)NC(=O)N(CCCN2CCCc3c2c(F)cc(F)c3)C1=O
14641,Cc1nc(NCc2ccccc2Cn2ccnc2)c2c(C)csc2n1
14642,CCN(C(=O)c1c(C)nc(C2CC2)o1)c1ccncc1
14643,CCOc1ccccc1CNC(=O)N1CCCOC(C)C1
14644,O=C(CN1CCOC2(CCCCCC2)C1)Nc1nccs1
14645,CC1(C)c2ccccc2CCN1C(=O)C1CCS(=O)(=O)CC1
14646,COc1c(C(=O)O)cc(C(=O)N2CCCC2c2nncn2C)c(C)c1
14647,CC(C)CC(=O)N1CCC(NC(=O)c2nn3ccc(Cl)cc3c2)CC1
14648,Cc1nc2n[nH]c(C)c2c(C(=O)NC2CC3(CCN(C)CC3)Oc3ccccc32)c1
14649,NS(=O)(=O)CCc1cn(-c2cccc3c2CCCC3)nn1
14650,Cc1csc(C(C)(C)NC(=O)c2nn(C(C)(C)C)c(C)c2)n1
14651,CN(CCCO)C1CCN(C(=O)C2(O)Cc3ccccc3C2)CC1
14652,CC1(C)CC1C(=O)N1CCC(c2nccc(C3CCOCC3)n2)CC1
14653,CC(=O)N1CCN(C(=O)c2nc(C)c(C#N)cc2)CC1
14654,CC(Oc1ccccc1)C(=O)N1CCC(CC(=O)O)CC1
14655,CC(C)c1cc(NS(=O)(=O)c2cccc3c2OCCC3)no1
14656,FC(F)c1nnc2ccc(N3CC4(CCOCC4)C3C3CC3)nn12
14657,Cc1ncc(S(=O)(=O)N2CCC(O)(C(C)(C)C(=O)O)CC2)s1
14658,CC(=O)NC[C@@H]1CN(C(=O)c2c(C)n(C(C)C)cc2)C[C@H]1c1cncn1C
14659,Cc1c(CN2CCc3c(cccc3C(=O)O)C2)occ1
14660,CC(C)(C)C(=O)NCc1cc(OC2CCOCC2)ncc1
14661,OCCN(CCc1nc2c(ccc(Br)c2)o1)C1CC1
14662,Cc1ccc(Cn2cc(CN3CCN(c4ccccc4)CC3)nn2)o1
14663,O=C(C1CC1)N1CCCC(c2nc(Cc3cc4c(cc3)[nH]nc4)no2)C1
14664,COc1cc(S(=O)(=O)NC2CCCNC2)c(OC)cc1Br
14665,OC(COc1ccccc1)CN1CCN(c2nc(-c3cnccc3)nc3ccccc23)CC1
14666,N[C@@H]1c2ccccc2C[C@H]1NC(=O)N1CCOCC1
14667,O=C1CN(C(=O)c2c(-c3ccncc3)[nH]nc2)CCCN1
14668,CN1C[C@@H]2[C@@H](CCCN2C(=O)c2cn(C3CCC3)nc2)C1=O
14669,CCn1cnnc1NC(=O)C1(c2cc(F)ccc2)CCOCC1
14670,O=C1CC(c2ccccc2)N(C(=O)NC2CCC(O)CC2)CCN1
